pixel_id,date,x_m,y_m,lon,lat,elevation_m,slope_deg,ndvi,ndbi,building_density,road_density,impervious_fraction,distance_to_water_m,distance_to_park_m,air_temperature_c,relative_humidity_pct,wind_speed_ms,shortwave_radiation_wm2,day_of_year_sin,day_of_year_cos,landsat_cloud_fraction,lst_c
P000214,2019-06-24,705105.44,3.7566148e+06,-6.782093899596276,33.93802779216882,65.970955,1.1591496,0.08286065,0.014808877,0.11652262,0.29102135,0.17405476,7437.135,2353.1138,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,34.14494
P000215,2019-06-24,705367.25,3.7566148e+06,-6.779257689319163,33.93802779216882,65.874466,1.6199287,0.11998114,0.014265047,0.16775359,0.2670851,0.2045885,7437.5327,2554.4429,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,35.33023
P000216,2019-06-24,694370.94,3.756917e+06,-6.898378520957952,33.940763806502005,15.134452,2.4899414,0.05328806,0.05805188,0.15117693,0.25321501,0.1944482,1296.3296,6303.183,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,35.179955
P000217,2019-06-24,694632.75,3.756917e+06,-6.8955423106808365,33.940763806502005,15.019305,2.0518837,0.04593578,0.049787868,0.1867768,0.25207663,0.21896894,1555.583,6114.276,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,34.930054
P000219,2019-06-24,695156.4,3.756917e+06,-6.889869890126609,33.940763806502005,18.738003,1.153946,-0.010097016,0.02383938,0.13295503,0.2976042,0.1972251,2074.09,5752.9253,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,36.06709
P000220,2019-06-24,695418.2,3.756917e+06,-6.8870336798494955,33.940763806502005,20.30558,1.0994225,-0.008485327,0.040319134,0.15916495,0.3317736,0.2275282,2333.3438,5581.5474,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,35.766987
P000221,2019-06-24,695680.0,3.756917e+06,-6.884197469572381,33.940763806502005,19.893084,1.5513446,0.03489058,0.083798565,0.18580276,0.36075968,0.25631508,2592.5972,5417.16,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,36.29558
P000224,2019-06-24,696465.44,3.756917e+06,-6.875688838741039,33.940763806502005,22.556917,2.8658564,0.05238581,0.09903579,0.21454403,0.3598835,0.2760987,3370.3577,4972.728,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,36.863792
P000226,2019-06-24,696989.06,3.756917e+06,-6.87001641818681,33.940763806502005,28.239813,3.676249,0.035932582,0.08511439,0.3238434,0.3172164,0.33763972,3888.8647,4724.59,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,35.790783
P000227,2019-06-24,697250.94,3.756917e+06,-6.867180207909697,33.940763806502005,29.573454,4.052771,0.0067308736,0.15214808,0.31373203,0.30875996,0.32757977,4148.18,4617.3613,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,37.820766
P000228,2019-06-24,697512.75,3.756917e+06,-6.864343997632583,33.940763806502005,29.12374,4.4063377,0.069610335,0.12667985,0.23038363,0.3168354,0.27203786,4407.4336,4522.497,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,35.593014
P000229,2019-06-24,697774.56,3.756917e+06,-6.861507787355469,33.940763806502005,32.14231,4.7344766,0.07928373,0.096772894,0.2621381,0.3407527,0.30261174,4666.6875,4440.761,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,36.02164
P000231,2019-06-24,698298.2,3.756917e+06,-6.855835366801242,33.940763806502005,35.914,5.305156,0.043548405,0.14614283,0.27402475,0.4081871,0.33448827,5185.1943,4319.5366,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,36.19902
P000232,2019-06-24,698560.0,3.756917e+06,-6.852999156524127,33.940763806502005,36.45146,5.5435586,0.027131997,0.13375312,0.31598282,0.43250224,0.37235218,5444.4478,4281.244,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,37.30214
P000233,2019-06-24,698821.8,3.756917e+06,-6.850162946247012,33.940763806502005,37.63062,5.7482862,-0.007894616,0.17328677,0.35649604,0.44075003,0.40358737,5703.701,4258.419,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,37.126495
P000234,2019-06-24,699083.6,3.756917e+06,-6.847326735969899,33.940763806502005,39.099102,5.9178553,-0.0065369834,0.20007913,0.29709816,0.43168542,0.3588328,5962.955,4251.31,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,37.16288
P000235,2019-06-24,699345.44,3.756917e+06,-6.844490525692784,33.940763806502005,42.104588,6.051036,0.03517941,0.1437433,0.3068796,0.4097904,0.35802078,6222.2085,4122.29,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,36.638092
P000238,2019-06-24,700130.94,3.756917e+06,-6.835981894861443,33.940763806502005,46.803204,6.223948,0.06934682,0.12143688,0.3022058,0.35485855,0.33476138,7000.031,3389.4,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,35.62481
P000239,2019-06-24,700392.75,3.756917e+06,-6.833145684584329,33.940763806502005,49.288376,6.204639,-0.015593018,0.11507733,0.31829795,0.36251196,0.34785235,7259.2847,3149.9148,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,38.319756
P000240,2019-06-24,700654.56,3.756917e+06,-6.8303094743072155,33.940763806502005,50.03268,6.146862,0.034038845,0.14911383,0.299436,0.38246998,0.34022212,7518.538,2913.8154,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,35.861282
P000241,2019-06-24,700916.4,3.756917e+06,-6.8274732640301,33.940763806502005,52.41021,6.051036,0.019243918,0.11902434,0.31494954,0.406589,0.35732433,7777.7915,2681.9956,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,38.224827
P000242,2019-06-24,701178.2,3.756917e+06,-6.824637053752987,33.940763806502005,53.984356,5.9178553,0.08500933,0.104224764,0.23867399,0.42455545,0.3070084,7969.1914,2455.6682,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,34.866962
P000243,2019-06-24,701440.0,3.756917e+06,-6.821800843475873,33.940763806502005,53.353813,5.7482862,0.119412936,0.048835337,0.22392875,0.4273793,0.29328835,7876.071,2236.501,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,33.99726
P000244,2019-06-24,701701.8,3.756917e+06,-6.818964633198758,33.940763806502005,53.429398,5.5435586,0.12559871,0.07997058,0.31799895,0.41051129,0.34764972,7788.179,2026.8181,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,35.631733
P000245,2019-06-24,701963.6,3.756917e+06,-6.816128422921644,33.940763806502005,58.626114,5.305156,0.19735485,0.01315756,0.16073442,0.3755325,0.21873559,7705.695,1829.8829,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,33.203506
P000246,2019-06-24,702225.44,3.756917e+06,-6.81329221264453,33.940763806502005,58.15043,5.034809,0.23695865,-0.051210906,0.12605311,0.32983264,0.17132922,7628.794,1650.2655,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,33.974197
P000247,2019-06-24,702487.25,3.756917e+06,-6.810456002367417,33.940763806502005,56.7505,4.7344766,0.19279933,-0.091332674,0.18703254,0.2843596,0.19111128,7557.6465,1494.2241,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,33.67725
P000248,2019-06-24,702749.06,3.756917e+06,-6.8076197920903025,33.940763806502005,58.820873,4.4063377,0.28266186,-0.03519035,0.18637362,0.25016865,0.1726813,7492.4165,1369.8394,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,34.933575
P000249,2019-06-24,703010.94,3.756917e+06,-6.804783581813189,33.940763806502005,61.38833,4.052684,0.3882493,-0.14752364,0.013237854,0.23490812,0.04195302,7433.246,1286.3134,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,29.602541
P000250,2019-06-24,703272.75,3.756917e+06,-6.801947371536074,33.940763806502005,60.83938,3.676249,0.2960395,-0.15958503,0.021536397,0.24042389,0.04793731,7380.31,1251.8938,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,32.342228
P000251,2019-06-24,703534.56,3.756917e+06,-6.799111161258961,33.940763806502005,61.21755,3.2796812,0.3300354,-0.12442158,0.03860555,0.2622482,0.0684773,7333.7285,1270.5505,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,32.03065
P000252,2019-06-24,703796.4,3.756917e+06,-6.7962749509818465,33.940763806502005,64.13096,2.8658564,0.35057235,-0.08343246,0.09090506,0.29121217,0.11873687,7293.622,1340.0687,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,33.634537
P000253,2019-06-24,704058.2,3.756917e+06,-6.793438740704733,33.940763806502005,61.788765,2.4377759,0.34973675,-0.11091761,0.008848935,0.31656992,0.075712435,7260.099,1453.167,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,31.713226
P000254,2019-06-24,704320.0,3.756917e+06,-6.790602530427618,33.940763806502005,62.677246,1.9985434,0.26107827,-0.056673303,0.053584322,0.32959807,0.118370146,7233.2505,1600.634,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,32.049355
P000255,2019-06-24,704581.8,3.756917e+06,-6.787766320150504,33.940763806502005,64.48684,1.5513446,0.18934946,-0.0014208007,0.1101662,0.3264366,0.16404356,7213.151,1773.9192,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,34.89556
P000256,2019-06-24,704843.6,3.756917e+06,-6.7849301098733905,33.940763806502005,65.321175,1.0994225,0.18239214,0.010056198,0.11764964,0.30920994,0.17006317,7199.857,1966.208,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,34.26962
P000257,2019-06-24,705105.44,3.756917e+06,-6.782093899596276,33.940763806502005,66.099266,1.153946,0.113874614,-0.0007504629,0.10508803,0.28506786,0.15873696,7193.4067,2172.4602,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,33.820545
P000258,2019-06-24,705367.25,3.756917e+06,-6.779257689319163,33.940763806502005,67.287415,1.6054728,0.101914845,-0.031231869,0.124582514,0.26350838,0.16958949,7193.818,2389.062,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,34.535126
P000259,2019-06-24,705629.06,3.756917e+06,-6.776421479042048,33.940763806502005,67.1668,2.0518837,0.06718247,-0.023605313,0.087252155,0.2529353,0.14330935,7201.09,2613.4414,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,35.606804
P000260,2019-06-24,694109.06,3.7572195e+06,-6.901214731235065,33.943499820835186,14.668834,2.856035,0.03716077,0.026468666,0.12360244,0.28720114,0.187041,1037.0142,6309.3213,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,35.376083
P000262,2019-06-24,694632.75,3.7572195e+06,-6.8955423106808365,33.943499820835186,16.482903,2.017306,0.04547303,0.020090632,0.156704,0.2704376,0.20434219,1555.583,5914.474,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,34.49022
P000263,2019-06-24,694894.56,3.7572195e+06,-6.892706100403723,33.943499820835186,17.709085,1.5842956,0.047805477,0.07706354,0.13865817,0.28719696,0.19757304,1814.8365,5724.481,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,36.319916
P000264,2019-06-24,695156.4,3.7572195e+06,-6.889869890126609,33.943499820835186,19.019705,1.146323,0.057588775,0.13273193,0.18490268,0.31724164,0.24045518,2074.09,5540.107,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,36.10026
P000265,2019-06-24,695418.2,3.7572195e+06,-6.8870336798494955,33.943499820835186,20.88213,1.093436,0.07750164,0.15055472,0.21490647,0.3521212,0.27365845,2333.3438,5361.9316,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,34.806087
P000266,2019-06-24,695680.0,3.7572195e+06,-6.884197469572381,33.943499820835186,21.830063,1.5317923,0.017800415,0.077132516,0.19667438,0.3818607,0.27129397,2592.5972,5190.5933,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,38.587456
P000267,2019-06-24,695941.8,3.7572195e+06,-6.881361259295266,33.943499820835186,22.445017,1.9655669,0.042715747,0.10041307,0.21596135,0.3983531,0.29055157,2851.8506,5026.7915,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,36.33979
P000268,2019-06-24,696203.6,3.7572195e+06,-6.878525049018153,33.943499820835186,22.672857,2.3916142,0.026227525,0.06896387,0.21848087,0.39811203,0.29220924,3111.1042,4871.2866,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,37.219753
P000269,2019-06-24,696465.44,3.7572195e+06,-6.875688838741039,33.943499820835186,25.00567,2.8068447,0.04623254,0.1238029,0.23004214,0.3834456,0.2951402,3370.3577,4724.898,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,36.81624
P000271,2019-06-24,696989.06,3.7572195e+06,-6.87001641818681,33.943499820835186,27.825665,3.5929103,0.029523002,0.089187585,0.26878554,0.3425083,0.30785176,3888.8647,4463.0015,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,35.46436
P000273,2019-06-24,697512.75,3.7572195e+06,-6.864343997632583,33.943499820835186,29.814875,4.3010826,0.028767768,0.10292358,0.3587599,0.34384513,0.3711942,4407.4336,4248.484,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,38.476723
P000274,2019-06-24,697774.56,3.7572195e+06,-6.861507787355469,33.943499820835186,32.453606,4.619372,0.030038284,0.18746762,0.35409883,0.36859453,0.3765355,4666.6875,4161.3696,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,37.520542
P000275,2019-06-24,698036.4,3.7572195e+06,-6.858671577078355,33.943499820835186,34.788837,4.9106884,-0.024725016,0.15347765,0.32560134,0.40302134,0.36858028,4925.941,4088.8633,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,40.318142
P000276,2019-06-24,698298.2,3.7572195e+06,-6.855835366801242,33.943499820835186,35.24105,5.1729207,0.015513088,0.14724334,0.29781657,0.43759888,0.3611831,5185.1943,4031.7532,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,37.470306
P000277,2019-06-24,698560.0,3.7572195e+06,-6.852999156524127,33.943499820835186,39.60076,5.404166,0.009220757,0.10437407,0.29720736,0.46263635,0.3694805,5444.4478,3990.7002,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,36.84423
P000278,2019-06-24,698821.8,3.7572195e+06,-6.850162946247012,33.943499820835186,38.064148,5.6027484,0.01298599,0.16117881,0.38847396,0.47155398,0.43646342,5703.701,3966.2034,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,37.35457
P000280,2019-06-24,699345.44,3.7572195e+06,-6.844490525692784,33.943499820835186,41.1221,5.89641,0.031281948,0.1710416,0.38130414,0.44174117,0.42101184,6222.2085,3967.8965,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,38.428394
P000281,2019-06-24,699607.25,3.7572195e+06,-6.841654315415671,33.943499820835186,43.474655,5.98936,-0.008339767,0.15630962,0.31021455,0.41613162,0.3623122,6481.462,3791.6997,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,37.425648
P000282,2019-06-24,699869.06,3.7572195e+06,-6.838818105138556,33.943499820835186,46.012814,6.045402,0.03532232,0.20645352,0.40773302,0.3956354,0.42317656,6740.7153,3541.4736,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,38.048546
P000283,2019-06-24,700130.94,3.7572195e+06,-6.835981894861443,33.943499820835186,48.53083,6.0641313,-0.037624773,0.1749144,0.39134106,0.38754997,0.40818468,7000.031,3292.5857,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,37.542236
P000285,2019-06-24,700654.56,3.7572195e+06,-6.8303094743072155,33.943499820835186,52.49685,5.98936,0.0288801,0.17654878,0.3454776,0.41349745,0.38194543,7518.538,2800.6084,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,36.874844
P000286,2019-06-24,700916.4,3.7572195e+06,-6.8274732640301,33.943499820835186,52.501972,5.89641,0.07953672,0.15056504,0.35484666,0.4357877,0.39318186,7777.7915,2558.552,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,35.72511
P000287,2019-06-24,701178.2,3.7572195e+06,-6.824637053752987,33.943499820835186,53.752922,5.767227,0.07174595,0.13151088,0.32274204,0.4510312,0.37148237,7749.72,2320.214,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,34.93383
P000288,2019-06-24,701440.0,3.7572195e+06,-6.821800843475873,33.943499820835186,58.82273,5.6027484,0.17749341,0.09996595,0.27662894,0.45011657,0.332652,7653.9297,2086.8694,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,34.83325
P000289,2019-06-24,701701.8,3.7572195e+06,-6.818964633198758,33.943499820835186,57.357437,5.404166,0.19537167,0.08976185,0.23979604,0.42848396,0.29136583,7563.457,1860.3976,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,36.19485
P000290,2019-06-24,701963.6,3.7572195e+06,-6.816128422921644,33.943499820835186,57.201073,5.1729207,0.21778506,-0.011587656,0.18316656,0.38787252,0.22815555,7478.4946,1643.642,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,34.814575
P000291,2019-06-24,702225.44,3.7572195e+06,-6.81329221264453,33.943499820835186,58.28386,4.9106884,0.30722007,-0.08698444,0.14099927,0.33603153,0.1703599,7399.233,1440.994,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,34.436245
P000292,2019-06-24,702487.25,3.7572195e+06,-6.810456002367417,33.943499820835186,58.914513,4.619372,0.39508435,-0.13816853,0.13062629,0.28445497,0.13512094,7325.856,1259.2828,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,31.817122
P000293,2019-06-24,702749.06,3.7572195e+06,-6.8076197920903025,33.943499820835186,61.983234,4.3010826,0.4897693,-0.22627777,0.0,0.24485663,0.021297751,7258.5435,1108.8496,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,30.091814
P000294,2019-06-24,703010.94,3.7572195e+06,-6.804783581813189,33.943499820835186,61.133656,3.9580452,0.48411205,-0.21401475,0.0,0.22553173,0.008579437,7197.4507,1003.8374,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,30.2285
P000295,2019-06-24,703272.75,3.7572195e+06,-6.801947371536074,33.943499820835186,62.349236,3.5929103,0.54747146,-0.2208436,0.006177935,0.22882226,0.011562485,7142.7676,959.33594,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,29.168758
P000296,2019-06-24,703534.56,3.7572195e+06,-6.799111161258961,33.943499820835186,62.67858,3.208247,0.5418433,-0.18093652,0.010359789,0.25048184,0.023424434,7094.626,983.5579,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,29.985384
P000297,2019-06-24,703796.4,3.7572195e+06,-6.7962749509818465,33.943499820835186,64.14396,2.8068447,0.45494828,-0.18705164,0.0,0.28123894,0.03192692,7053.1606,1071.8544,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,31.527384
P000298,2019-06-24,704058.2,3.7572195e+06,-6.793438740704733,33.943499820835186,62.73471,2.3916142,0.43977275,-0.1492716,0.0,0.30994886,0.04984416,7018.489,1210.2817,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,31.878004
P000299,2019-06-24,704320.0,3.7572195e+06,-6.790602530427618,33.943499820835186,62.937435,1.9655669,0.36228243,-0.09405097,0.027556378,0.32729492,0.084839776,6990.7124,1383.8776,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,31.881943
P000300,2019-06-24,704581.8,3.7572195e+06,-6.787766320150504,33.943499820835186,64.984955,1.5317923,0.267513,-0.08298733,0.10940489,0.32876867,0.15283787,6969.9136,1581.0999,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,30.885756
P000301,2019-06-24,704843.6,3.7572195e+06,-6.7849301098733905,33.943499820835186,65.95022,1.093436,0.2660969,-0.071790494,0.026163207,0.31592387,0.099747024,6956.155,1794.1743,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,32.31298
P000302,2019-06-24,705105.44,3.7572195e+06,-6.782093899596276,33.943499820835186,66.17928,1.146323,0.18452545,-0.010947378,0.1356672,0.29550776,0.17765847,6949.4785,2018.0859,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,33.539284
P000303,2019-06-24,705367.25,3.7572195e+06,-6.779257689319163,33.943499820835186,65.40721,1.5842956,0.13362636,-0.057267893,0.112540565,0.2768161,0.16167802,6949.9043,2249.601,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,34.700043
P000304,2019-06-24,705629.06,3.7572195e+06,-6.776421479042048,33.943499820835186,67.843056,2.017306,0.16566254,-0.0045589223,0.13336262,0.26822978,0.17829324,6957.431,2486.597,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,34.060368
P000305,2019-06-24,705890.94,3.7572195e+06,-6.7735852687649345,33.943499820835186,66.8455,2.4423141,0.11753101,0.043669585,0.10389325,0.27416188,0.16326497,6972.0405,2727.7031,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,35.48137
P000306,2019-06-24,693847.25,3.757522e+06,-6.904050941512179,33.94623583516837,12.066696,3.1602604,0.04885163,0.03651644,0.119000725,0.3403666,0.2024276,777.76056,6339.5737,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,34.882027
P000307,2019-06-24,694109.06,3.757522e+06,-6.901214731235065,33.94623583516837,12.717882,2.7768903,0.033183593,0.11536914,0.18428911,0.31597784,0.23959224,1037.0142,6129.891,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,37.307358
P000309,2019-06-24,694632.75,3.757522e+06,-6.8955423106808365,33.94623583516837,16.94195,1.9720978,0.01568389,0.109717265,0.21824117,0.30033967,0.2578795,1555.583,5722.6772,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,36.845673
P000310,2019-06-24,694894.56,3.757522e+06,-6.892706100403723,33.94623583516837,18.084415,1.5566078,0.06104846,0.0804654,0.20957853,0.3177402,0.25789964,1814.8365,5526.0938,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,38.538677
P000311,2019-06-24,695156.4,3.757522e+06,-6.889869890126609,33.94623583516837,20.042412,1.1363562,0.05140996,0.06865081,0.19537914,0.34847626,0.2587076,2074.09,5334.8677,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,36.062916
P000313,2019-06-24,695680.0,3.757522e+06,-6.884197469572381,33.94623583516837,18.915363,1.5062288,0.028109385,0.12248574,0.22113895,0.4146133,0.29984826,2592.5972,4970.945,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,37.00666
P000315,2019-06-24,696203.6,3.757522e+06,-6.878525049018153,33.94623583516837,22.73877,2.3312607,-0.0064049475,0.09407004,0.22395322,0.43252066,0.30800498,3111.1042,4636.536,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,35.95817
P000318,2019-06-24,696989.06,3.757522e+06,-6.87001641818681,33.94623583516837,27.156248,3.4839501,0.00022478665,0.16605562,0.31495786,0.37950704,0.35291594,3888.8647,4205.522,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,36.457752
P000319,2019-06-24,697250.94,3.757522e+06,-6.867180207909697,33.94623583516837,27.499462,3.8343923,0.054153718,0.08165486,0.2546422,0.37277,0.30822578,4148.18,4084.69,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,36.59707
P000321,2019-06-24,697774.56,3.757522e+06,-6.861507787355469,33.94623583516837,32.088272,4.468879,0.034886084,0.14004765,0.3196374,0.40809602,0.36583796,4666.6875,3883.945,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,36.93827
P000322,2019-06-24,698036.4,3.757522e+06,-6.858671577078355,33.94623583516837,34.234623,4.748409,-0.0145172775,0.17761888,0.3818254,0.4433069,0.42157108,4925.941,3806.1575,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,37.87327
P000323,2019-06-24,698298.2,3.757522e+06,-6.855835366801242,33.94623583516837,35.964626,5.0000305,-0.011616391,0.2042937,0.3809414,0.47863677,0.4332092,5185.1943,3744.7383,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,39.93796
P000324,2019-06-24,698560.0,3.757522e+06,-6.852999156524127,33.94623583516837,37.841614,5.2219195,0.02127267,0.217608,0.43134874,0.5043913,0.4774232,5444.4478,3700.5027,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,39.192535
P000325,2019-06-24,698821.8,3.757522e+06,-6.850162946247012,33.94623583516837,38.491875,5.4124665,0.0032628414,0.21720259,0.40513265,0.5139861,0.46237618,5703.701,3674.0713,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,39.6557
P000327,2019-06-24,699345.44,3.757522e+06,-6.844490525692784,33.94623583516837,43.003613,5.694246,0.009924422,0.168935,0.3972778,0.48537952,0.44686928,6222.2085,3675.8992,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,38.551292
P000328,2019-06-24,699607.25,3.757522e+06,-6.841654315415671,33.94623583516837,42.41882,5.783435,0.06668581,0.19617485,0.3664006,0.46027842,0.4165272,6481.462,3704.1313,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,38.585342
P000330,2019-06-24,700130.94,3.757522e+06,-6.835981894861443,33.94623583516837,46.41308,5.855181,-0.022590943,0.25884426,0.4663023,0.43254775,0.47599575,7000.031,3219.5657,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,39.41896
P000331,2019-06-24,700392.75,3.757522e+06,-6.833145684584329,33.94623583516837,50.393078,5.8372097,0.018725067,0.22054662,0.43029812,0.4390941,0.45151722,7259.2847,2966.401,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,39.066444
P000332,2019-06-24,700654.56,3.757522e+06,-6.8303094743072155,33.94623583516837,52.029644,5.783435,0.039345317,0.16507278,0.3713463,0.45684528,0.41386753,7518.538,2714.3857,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,39.17137
